,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,1986-03-13 00:00:00-05:00,0.055004236662544816,0.06309316796165303,0.055004236662544816,0.06039644405245781,1031788800,0.0,0.0
1,1986-03-14 00:00:00-05:00,0.06039646254084975,0.06363240817961467,0.06039646254084975,0.06255334615707397,308160000,0.0,0.0
2,1986-03-17 00:00:00-05:00,0.0625533369795395,0.06417161966870935,0.0625533369795395,0.06363239884376526,133171200,0.0,0.0
3,1986-03-18 00:00:00-05:00,0.06363240439252701,0.0641716252644913,0.06147490069027822,0.06201412156224251,67766400,0.0,0.0
4,1986-03-19 00:00:00-05:00,0.06201412914961573,0.06255335008755321,0.060396466335803284,0.06093568727374077,47894400,0.0,0.0
5,1986-03-20 00:00:00-05:00,0.06093567983075992,0.06093567983075992,0.05877879634246225,0.05931801721453667,58435200,0.0,0.0
6,1986-03-21 00:00:00-05:00,0.059318013392618524,0.06039645506728229,0.05662190920595909,0.057700350880622864,59990400,0.0,0.0
7,1986-03-24 00:00:00-05:00,0.05770035078120787,0.05770035078120787,0.05554346743559653,0.05608268827199936,65289600,0.0,0.0
8,1986-03-25 00:00:00-05:00,0.056082699302044736,0.057161141186952584,0.05554347835959081,0.05716114118695259,32083200,0.0,0.0
9,1986-03-26 00:00:00-05:00,0.0571611373514684,0.059318020976558264,0.05662191644519592,0.0587788000702858,22752000,0.0,0.0
10,1986-03-27 00:00:00-05:00,0.05877878536545827,0.05985722690820693,0.05877878536545827,0.05985722690820694,16848000,0.0,0.0
11,1986-03-31 00:00:00-05:00,0.059857238086611086,0.059857238086611086,0.05823957547038783,0.05931801721453667,12873600,0.0,0.0
12,1986-04-01 00:00:00-05:00,0.059318020976558264,0.059318020976558264,0.0587788000702858,0.0587788000702858,11088000,0.0,0.0
13,1986-04-02 00:00:00-05:00,0.05877879634246225,0.0603964589586855,0.05877879634246225,0.05931801721453667,27014400,0.0,0.0
14,1986-04-03 00:00:00-05:00,0.05985722690820693,0.06147488922232994,0.05985722690820693,0.05985722690820694,23040000,0.0,0.0
15,1986-04-04 00:00:00-05:00,0.05985722690820693,0.06039644767958127,0.05985722690820693,0.05985722690820694,26582400,0.0,0.0
16,1986-04-07 00:00:00-05:00,0.05985724188283074,0.060396462789103204,0.057700358257740864,0.0587788000702858,16560000,0.0,0.0
17,1986-04-08 00:00:00-05:00,0.05877879634246225,0.0603964589586855,0.05877879634246225,0.05931801721453667,10252800,0.0,0.0
18,1986-04-09 00:00:00-05:00,0.05931800257447521,0.06093566479144911,0.05931800257447521,0.06039644405245781,12153600,0.0,0.0
19,1986-04-10 00:00:00-05:00,0.060396466335803284,0.061474908211678246,0.059318024459928315,0.06093568727374077,13881600,0.0,0.0
20,1986-04-11 00:00:00-05:00,0.06147490069027822,0.06309318352056273,0.06147490069027822,0.06201412156224251,17222400,0.0,0.0
21,1986-04-14 00:00:00-05:00,0.06201412525301792,0.06309318727555861,0.06201412525301792,0.06255334615707397,12153600,0.0,0.0
22,1986-04-15 00:00:00-05:00,0.06255334615707397,0.06255334615707397,0.06039646254084975,0.06255334615707397,9302400,0.0,0.0
23,1986-04-16 00:00:00-05:00,0.06255332266141354,0.06525004638320571,0.062014101959894236,0.0647108256816864,31910400,0.0,0.0
24,1986-04-17 00:00:00-05:00,0.06471084062633904,0.06525006145238876,0.06471084062633904,0.06525006145238876,22003200,0.0,0.0
25,1986-04-18 00:00:00-05:00,0.06525006127247586,0.06525006127247586,0.06255333693532401,0.06309317797422409,21628800,0.0,0.0
26,1986-04-21 00:00:00-05:00,0.06309317797422409,0.06363239879878703,0.06147489528619813,0.06309317797422409,22924800,0.0,0.0
27,1986-04-22 00:00:00-05:00,0.06309318352056273,0.06309318352056273,0.0620141215622425,0.06201412156224251,15552000,0.0,0.0
28,1986-04-23 00:00:00-05:00,0.062014105319428345,0.06255332605015924,0.06147488458869745,0.0622837133705616,15609600,0.0,0.0
29,1986-04-24 00:00:00-05:00,0.06228370429017208,0.06956380562212898,0.06201409627834519,0.06848536431789398,62352000,0.0,0.0
30,1986-04-25 00:00:00-05:00,0.06902461315428994,0.07576549658658135,0.06902461315428994,0.07279977947473526,85795200,0.0,0.0
31,1986-04-28 00:00:00-04:00,0.07279978686780396,0.07387822872191009,0.07225994572629586,0.07333900779485703,28886400,0.0,0.0
32,1986-04-29 00:00:00-04:00,0.0733389945503798,0.0733389945503798,0.07064227018766782,0.07118149101734161,30326400,0.0,0.0
33,1986-04-30 00:00:00-04:00,0.07118151376647551,0.07172073476848072,0.06794618775444429,0.0695638507604599,30902400,0.0,0.0
34,1986-05-01 00:00:00-04:00,0.06956380562212898,0.06956380562212898,0.06740692301365898,0.06848536431789398,54345600,0.0,0.0
35,1986-05-02 00:00:00-04:00,0.06848536431789398,0.06956380562212898,0.06794614366577648,0.06848536431789398,20246400,0.0,0.0
36,1986-05-05 00:00:00-04:00,0.06848537160845325,0.06848537160845325,0.06794615089893341,0.06794615089893341,3254400,0.0,0.0
37,1986-05-06 00:00:00-04:00,0.06848536431789398,0.06956380562212898,0.06848536431789398,0.06848536431789398,9734400,0.0,0.0
38,1986-05-07 00:00:00-04:00,0.06848536431789398,0.06902458497001149,0.06740692301365898,0.06848536431789398,5155200,0.0,0.0
39,1986-05-08 00:00:00-04:00,0.06848537931837233,0.06902460008859634,0.06794615854814831,0.06902460008859634,3542400,0.0,0.0
40,1986-05-09 00:00:00-04:00,0.06902458497001149,0.06902458497001149,0.06848536431789398,0.06848536431789398,6076800,0.0,0.0
41,1986-05-12 00:00:00-04:00,0.06848537931837233,0.07064226239926838,0.06848537931837233,0.06902460008859634,10483200,0.0,0.0
42,1986-05-13 00:00:00-04:00,0.06902462975845469,0.07010307176246511,0.06902462975845469,0.0695638507604599,3830400,0.0,0.0
43,1986-05-14 00:00:00-04:00,0.06956382085882036,0.06956382085882036,0.06902460008859634,0.06902460008859634,9302400,0.0,0.0
44,1986-05-15 00:00:00-04:00,0.06902460008859634,0.07010304162904436,0.06902460008859634,0.06902460008859634,3801600,0.0,0.0
45,1986-05-16 00:00:00-04:00,0.06902462975845469,0.07118151376647551,0.06902462975845469,0.0695638507604599,11952000,0.0,0.0
46,1986-05-19 00:00:00-04:00,0.06956380562212898,0.06956380562212898,0.06794614366577648,0.06848536431789398,11001600,0.0,0.0
47,1986-05-20 00:00:00-04:00,0.06848537160845325,0.06848537160845325,0.06740693018941357,0.06794615089893341,61977600,0.0,0.0
48,1986-05-21 00:00:00-04:00,0.06794618085670291,0.06848540180396763,0.06686773896217346,0.06686773896217346,8092800,0.0,0.0
49,1986-05-22 00:00:00-04:00,0.06686773896217346,0.06740695990943818,0.06686773896217346,0.06686773896217346,4406400,0.0,0.0
50,1986-05-23 00:00:00-04:00,0.06686773896217346,0.06794618085670291,0.06686773896217346,0.06686773896217346,4089600,0.0,0.0
51,1986-05-27 00:00:00-04:00,0.06686771700770028,0.06902460008859634,0.06686771700770028,0.06902460008859634,13881600,0.0,0.0
52,1986-05-28 00:00:00-04:00,0.06902460769864645,0.07118149101734161,0.06902460769864645,0.07118149101734161,15523200,0.0,0.0
53,1986-05-29 00:00:00-04:00,0.07118149664346324,0.0738782212193219,0.07064227577116991,0.07279977947473526,45676800,0.0,0.0
54,1986-05-30 00:00:00-04:00,0.07333900757138179,0.07657433312384164,0.07333900757138179,0.0754958912730217,27072000,0.0,0.0
55,1986-06-02 00:00:00-04:00,0.07549589150306928,0.07549589150306928,0.07333900779485703,0.07333900779485703,19728000,0.0,0.0
56,1986-06-03 00:00:00-04:00,0.07333900779485703,0.07333900779485703,0.07225994572629586,0.07333900779485703,5011200,0.0,0.0
57,1986-06-04 00:00:00-04:00,0.07333900034702857,0.0738782212193219,0.0722599383880499,0.07279977947473526,4723200,0.0,0.0
58,1986-06-05 00:00:00-04:00,0.0727997794693113,0.0738782212138176,0.07225993838266614,0.0738782212138176,13708800,0.0,0.0
59,1986-06-06 00:00:00-04:00,0.0738782212138176,0.0738782212138176,0.0727997794693113,0.0738782212138176,3427200,0.0,0.0
60,1986-06-09 00:00:00-04:00,0.07387822313023298,0.07387822313023298,0.07064227759838104,0.07064227759838104,12672000,0.0,0.0
61,1986-06-10 00:00:00-04:00,0.07064227759838104,0.07064227759838104,0.06956383582589974,0.07064227759838104,3427200,0.0,0.0
62,1986-06-11 00:00:00-04:00,0.07064227759838104,0.07064227759838104,0.06956383582589974,0.07064227759838104,2304000,0.0,0.0
63,1986-06-12 00:00:00-04:00,0.0706422544465326,0.0706422544465326,0.06740693018941357,0.06794615089893341,13708800,0.0,0.0
64,1986-06-13 00:00:00-04:00,0.06794615089893341,0.06848537160845325,0.06740693018941357,0.06794615089893341,7891200,0.0,0.0
65,1986-06-16 00:00:00-04:00,0.0679461657579948,0.06848538658543617,0.06686772410311208,0.06740694493055344,9590400,0.0,0.0
66,1986-06-17 00:00:00-04:00,0.06794614366577648,0.06956380562212898,0.06794614366577648,0.06848536431789398,13075200,0.0,0.0
67,1986-06-18 00:00:00-04:00,0.06848537160845325,0.06848537160845325,0.06686770947989373,0.06794615089893341,4348800,0.0,0.0
68,1986-06-19 00:00:00-04:00,0.0679461657579948,0.06848538658543617,0.06686772410311208,0.06740694493055344,8467200,0.0,0.0
